"","VALP","BLD_label","BDSP","JWMNP","JWTR_label"
"5313",240000,"One-family house detached",2,20,"Car, truck, or van"
"5314",240000,"One-family house detached",2,30,"Car, truck, or van"
"5315",7e+05,"One-family house detached",4,30,"Car, truck, or van"
"5316",7e+05,"One-family house detached",4,40,"Car, truck, or van"
"5317",7e+05,"One-family house detached",4,15,"Car, truck, or van"
"5318",3e+05,"One-family house detached",3,50,"Car, truck, or van"
"5319",3e+05,"One-family house detached",3,30,"Car, truck, or van"
"5320",125000,"One-family house detached",2,20,"Car, truck, or van"
"5321",650000,"One-family house detached",3,75,"Car, truck, or van"
"5322",650000,"One-family house detached",3,30,"Car, truck, or van"
"5323",650000,"One-family house detached",3,30,"Car, truck, or van"
"5324",650000,"One-family house detached",3,15,"Car, truck, or van"
"5325",825000,"One-family house detached",4,45,"Car, truck, or van"
"5326",825000,"One-family house detached",4,20,"Car, truck, or van"
"5327",6e+05,"One-family house detached",4,45,"Car, truck, or van"
"5328",250000,"One-family house detached",3,15,"Car, truck, or van"
"5329",4e+05,"One-family house detached",4,10,"Car, truck, or van"
"5330",4e+05,"One-family house detached",4,20,"Car, truck, or van"
"5331",310000,"5-9 Apartments",2,45,"Car, truck, or van"
"5332",310000,"5-9 Apartments",2,20,"Car, truck, or van"
"5333",7e+05,"One-family house detached",4,45,"Car, truck, or van"
"5334",7e+05,"One-family house detached",4,60,"Car, truck, or van"
"5335",5e+05,"One-family house attached",2,8,"Car, truck, or van"
"5336",7e+05,"One-family house detached",3,15,"Car, truck, or van"
"5337",7e+05,"One-family house detached",3,18,"Car, truck, or van"
"5338",375000,"One-family house detached",3,35,"Car, truck, or van"
"5339",375000,"One-family house detached",3,60,"Car, truck, or van"
"5340",1200000,"One-family house detached",5,45,"Railroad"
"5341",1200000,"One-family house detached",5,45,"Railroad"
"5342",3e+05,"One-family house detached",3,15,"Car, truck, or van"
"5343",360000,"One-family house detached",4,75,"Car, truck, or van"
"5344",360000,"One-family house detached",4,5,"Car, truck, or van"
"5345",360000,"One-family house detached",4,10,"Car, truck, or van"
"5346",9e+05,"2 Apartments",6,10,"Car, truck, or van"
"5347",9e+05,"2 Apartments",6,60,"Bus or trolley bus"
"5348",225000,"One-family house detached",3,20,"Car, truck, or van"
"5349",650000,"One-family house detached",4,30,"Car, truck, or van"
"5350",390000,"3-4 Apartments",4,15,"Car, truck, or van"
"5351",390000,"3-4 Apartments",4,15,"Car, truck, or van"
"5352",9e+05,"One-family house detached",4,10,"Car, truck, or van"
"5353",6e+05,"One-family house detached",4,15,"Car, truck, or van"
"5354",4e+05,"One-family house detached",3,10,"Car, truck, or van"
"5355",3e+05,"One-family house attached",3,50,"Car, truck, or van"
"5356",3e+05,"One-family house attached",3,50,"Car, truck, or van"
"5357",415000,"One-family house detached",3,10,"Car, truck, or van"
"5358",210000,"One-family house detached",3,20,"Car, truck, or van"
"5359",385000,"One-family house detached",4,20,"Car, truck, or van"
"5360",385000,"One-family house detached",4,25,"Car, truck, or van"
"5361",9e+05,"3-4 Apartments",3,40,"Car, truck, or van"
"5362",9e+05,"3-4 Apartments",3,60,"Car, truck, or van"
"5363",50000,"One-family house detached",4,45,"Car, truck, or van"
"5364",1e+06,"One-family house detached",4,60,"Ferryboat"
"5365",4e+05,"One-family house detached",3,5,"Car, truck, or van"
"5366",4e+05,"One-family house detached",3,35,"Car, truck, or van"
"5367",375000,"One-family house detached",3,7,"Car, truck, or van"
"5368",375000,"One-family house detached",3,7,"Car, truck, or van"
"5369",7e+05,"3-4 Apartments",2,15,"Car, truck, or van"
"5370",850000,"One-family house detached",4,10,"Car, truck, or van"
"5371",4e+05,"One-family house detached",3,10,"Car, truck, or van"
"5372",2e+05,"One-family house detached",3,20,"Car, truck, or van"
"5373",2e+05,"One-family house detached",3,5,"Car, truck, or van"
"5374",4441000,"One-family house detached",5,10,"Car, truck, or van"
"5375",4441000,"One-family house detached",5,10,"Car, truck, or van"
"5376",2e+06,"One-family house attached",3,80,"Car, truck, or van"
"5377",6e+05,"One-family house detached",5,15,"Car, truck, or van"
"5378",2e+05,"One-family house detached",4,25,"Car, truck, or van"
"5379",350000,"One-family house detached",3,45,"Car, truck, or van"
"5380",350000,"One-family house detached",3,40,"Car, truck, or van"
"5381",350000,"One-family house detached",3,50,"Car, truck, or van"
"5382",420000,"3-4 Apartments",1,35,"Car, truck, or van"
"5383",420000,"3-4 Apartments",1,144,"Car, truck, or van"
"5384",525000,"One-family house detached",4,20,"Car, truck, or van"
"5385",525000,"One-family house detached",4,5,"Car, truck, or van"
"5386",525000,"One-family house detached",4,5,"Car, truck, or van"
"5387",4e+05,"One-family house detached",3,40,"Car, truck, or van"
"5388",4e+05,"One-family house detached",3,45,"Car, truck, or van"
"5389",225000,"One-family house detached",4,55,"Car, truck, or van"
"5390",225000,"One-family house detached",4,17,"Car, truck, or van"
"5391",2000,"One-family house detached",4,30,"Car, truck, or van"
"5392",2000,"One-family house detached",4,20,"Car, truck, or van"
"5393",2000,"One-family house detached",4,15,"Car, truck, or van"
"5394",4e+05,"One-family house detached",4,15,"Car, truck, or van"
"5395",4e+05,"One-family house detached",4,90,"Railroad"
"5396",2e+05,"2 Apartments",1,5,"Car, truck, or van"
"5397",240000,"One-family house detached",3,10,"Car, truck, or van"
"5398",240000,"One-family house detached",3,35,"Car, truck, or van"
"5399",550000,"One-family house detached",5,10,"Car, truck, or van"
"5400",550000,"One-family house detached",5,10,"Car, truck, or van"
"5401",1350000,"3-4 Apartments",2,15,"Subway or elevated"
"5402",1350000,"3-4 Apartments",2,30,"Subway or elevated"
"5403",350000,"One-family house detached",3,5,"Car, truck, or van"
"5404",325000,"One-family house attached",2,5,"Car, truck, or van"
"5405",325000,"One-family house attached",2,5,"Car, truck, or van"
"5406",4e+05,"One-family house detached",3,45,"Car, truck, or van"
"5407",309000,"One-family house detached",3,10,"Car, truck, or van"
"5408",309000,"One-family house detached",3,10,"Car, truck, or van"
"5409",241000,"5-9 Apartments",1,40,"Car, truck, or van"
"5410",241000,"5-9 Apartments",1,10,"Car, truck, or van"
"5411",379000,"One-family house detached",3,15,"Car, truck, or van"
"5412",379000,"One-family house detached",3,30,"Car, truck, or van"
"5413",450000,"One-family house detached",3,45,"Car, truck, or van"
"5414",7e+05,"One-family house detached",4,15,"Car, truck, or van"
"5415",7e+05,"One-family house detached",4,40,"Car, truck, or van"
"5416",7e+05,"One-family house detached",4,5,"Car, truck, or van"
"5417",7e+05,"One-family house detached",4,10,"Car, truck, or van"
"5418",140000,"One-family house detached",3,25,"Car, truck, or van"
"5419",3e+05,"One-family house detached",2,50,"Car, truck, or van"
"5420",9e+05,"One-family house detached",4,15,"Other method"
"5421",9e+05,"One-family house detached",4,5,"Car, truck, or van"
"5422",330000,"One-family house detached",4,30,"Car, truck, or van"
"5423",330000,"One-family house detached",4,10,"Car, truck, or van"
"5424",1100000,"One-family house detached",6,5,"Car, truck, or van"
"5425",5e+05,"One-family house detached",4,40,"Car, truck, or van"
"5426",1200000,"One-family house detached",4,45,"Car, truck, or van"
"5427",1200000,"One-family house detached",4,40,"Car, truck, or van"
"5428",1500000,"One-family house detached",5,15,"Car, truck, or van"
"5429",1500000,"One-family house detached",5,60,"Car, truck, or van"
"5430",225000,"One-family house detached",3,30,"Car, truck, or van"
"5431",2e+05,"One-family house detached",3,20,"Car, truck, or van"
"5432",330000,"One-family house detached",3,144,"Car, truck, or van"
"5433",330000,"One-family house detached",3,5,"Car, truck, or van"
"5434",225000,"One-family house detached",2,60,"Car, truck, or van"
"5435",225000,"One-family house detached",2,20,"Car, truck, or van"
"5436",275000,"One-family house attached",2,10,"Car, truck, or van"
"5437",7e+05,"One-family house detached",3,30,"Car, truck, or van"
"5438",7e+05,"One-family house detached",3,10,"Car, truck, or van"
"5439",2e+05,"5-9 Apartments",3,12,"Car, truck, or van"
"5440",6e+05,"One-family house detached",3,90,"Other method"
"5441",6e+05,"One-family house detached",3,60,"Car, truck, or van"
"5442",1800,"One-family house detached",3,15,"Car, truck, or van"
"5443",1800,"One-family house detached",3,20,"Car, truck, or van"
"5444",114000,"One-family house detached",2,15,"Car, truck, or van"
"5445",114000,"One-family house detached",2,15,"Car, truck, or van"
"5446",6e+05,"3-4 Apartments",3,30,"Car, truck, or van"
"5447",6e+05,"3-4 Apartments",3,30,"Car, truck, or van"
"5448",475000,"3-4 Apartments",2,20,"Walked"
"5449",475000,"3-4 Apartments",2,45,"Subway or elevated"
"5450",4e+05,"One-family house detached",3,60,"Car, truck, or van"
"5451",4e+05,"One-family house detached",3,15,"Car, truck, or van"
"5452",620000,"One-family house detached",4,25,"Car, truck, or van"
"5453",620000,"One-family house detached",4,30,"Car, truck, or van"
"5454",6e+05,"One-family house detached",4,15,"Car, truck, or van"
"5455",280000,"One-family house attached",3,20,"Car, truck, or van"
"5456",280000,"One-family house attached",3,10,"Car, truck, or van"
"5457",280000,"One-family house attached",3,20,"Car, truck, or van"
"5458",535000,"One-family house attached",2,20,"Car, truck, or van"
"5459",375000,"One-family house detached",4,20,"Car, truck, or van"
"5460",375000,"One-family house detached",4,30,"Car, truck, or van"
"5461",375000,"One-family house detached",4,60,"Railroad"
"5462",375000,"One-family house detached",4,20,"Car, truck, or van"
"5463",375000,"One-family house detached",3,40,"Bus or trolley bus"
"5464",375000,"One-family house detached",3,20,"Car, truck, or van"
"5465",550000,"2 Apartments",5,45,"Bus or trolley bus"
"5466",550000,"2 Apartments",5,30,"Subway or elevated"
"5467",550000,"2 Apartments",5,45,"Bus or trolley bus"
"5468",325000,"One-family house detached",2,45,"Car, truck, or van"
"5469",325000,"One-family house detached",3,60,"Bus or trolley bus"
"5470",325000,"One-family house detached",3,5,"Car, truck, or van"
"5471",130000,"One-family house detached",1,30,"Car, truck, or van"
"5472",380000,"One-family house detached",3,7,"Car, truck, or van"
"5473",380000,"One-family house detached",3,30,"Car, truck, or van"
"5474",249000,"20-49 Apartments",1,15,"Car, truck, or van"
"5475",450000,"One-family house detached",3,6,"Car, truck, or van"
"5476",350000,"One-family house detached",3,30,"Car, truck, or van"
"5477",450000,"2 Apartments",2,25,"Car, truck, or van"
"5478",450000,"2 Apartments",2,45,"Car, truck, or van"
"5479",3e+05,"One-family house detached",4,45,"Car, truck, or van"
"5480",9e+05,"50 or more apartments",2,15,"Walked"
"5481",8e+05,"One-family house detached",4,20,"Car, truck, or van"
"5482",250000,"One-family house detached",2,15,"Car, truck, or van"
"5483",250000,"One-family house detached",2,40,"Car, truck, or van"
"5484",725000,"One-family house detached",3,45,"Subway or elevated"
"5485",7e+05,"One-family house detached",3,25,"Car, truck, or van"
"5486",7e+05,"One-family house detached",3,20,"Car, truck, or van"
"5487",7e+05,"One-family house detached",3,10,"Car, truck, or van"
"5488",7e+05,"One-family house detached",3,20,"Car, truck, or van"
"5489",450000,"One-family house detached",3,25,"Car, truck, or van"
"5490",450000,"One-family house detached",3,10,"Car, truck, or van"
"5491",3e+05,"One-family house detached",4,5,"Car, truck, or van"
"5492",170000,"One-family house detached",4,30,"Car, truck, or van"
"5493",5e+05,"One-family house detached",4,50,"Car, truck, or van"
"5494",2e+05,"One-family house detached",3,30,"Car, truck, or van"
"5495",2e+05,"One-family house detached",3,30,"Car, truck, or van"
"5496",3e+05,"One-family house detached",3,30,"Car, truck, or van"
"5497",475000,"One-family house detached",4,10,"Car, truck, or van"
"5498",475000,"One-family house detached",4,15,"Car, truck, or van"
"5499",350000,"One-family house detached",3,5,"Car, truck, or van"
"5500",350000,"One-family house detached",3,15,"Car, truck, or van"
"5501",5e+05,"One-family house detached",4,60,"Subway or elevated"
"5502",5e+05,"One-family house detached",4,60,"Subway or elevated"
"5503",3e+05,"One-family house detached",3,10,"Car, truck, or van"
"5504",3e+05,"One-family house detached",3,20,"Car, truck, or van"
"5505",2e+05,"One-family house detached",3,60,"Car, truck, or van"
"5506",2e+05,"One-family house detached",3,15,"Car, truck, or van"
"5507",225000,"One-family house detached",4,144,"Walked"
"5508",6e+05,"One-family house detached",2,7,"Car, truck, or van"
"5509",6e+05,"One-family house detached",2,100,"Car, truck, or van"
"5510",5e+05,"One-family house detached",3,30,"Car, truck, or van"
"5511",5e+05,"One-family house detached",3,10,"Car, truck, or van"
"5512",250000,"One-family house detached",3,15,"Car, truck, or van"
"5513",198000,"One-family house detached",3,7,"Car, truck, or van"
"5514",198000,"One-family house detached",3,8,"Car, truck, or van"
"5515",198000,"One-family house detached",3,20,"Car, truck, or van"
"5516",1200000,"One-family house detached",6,35,"Car, truck, or van"
"5517",4e+05,"One-family house detached",2,40,"Car, truck, or van"
"5518",240000,"One-family house detached",3,5,"Walked"
"5519",240000,"One-family house detached",3,10,"Car, truck, or van"
"5520",185000,"One-family house detached",3,12,"Car, truck, or van"
"5521",125000,"One-family house detached",2,20,"Car, truck, or van"
"5522",125000,"One-family house detached",2,15,"Car, truck, or van"
"5523",575000,"One-family house detached",4,55,"Car, truck, or van"
"5524",1200000,"One-family house detached",3,50,"Car, truck, or van"
"5525",1200000,"One-family house detached",3,144,"Car, truck, or van"
"5526",1200000,"One-family house detached",3,3,"Car, truck, or van"
"5527",375000,"One-family house detached",3,25,"Car, truck, or van"
"5528",375000,"One-family house detached",3,30,"Car, truck, or van"
"5529",6e+05,"One-family house detached",4,5,"Car, truck, or van"
"5530",8e+05,"50 or more apartments",1,15,"Walked"
"5531",8e+05,"50 or more apartments",1,15,"Walked"
"5532",350000,"One-family house detached",2,35,"Bus or trolley bus"
"5533",350000,"One-family house detached",2,30,"Car, truck, or van"
"5534",790000,"One-family house detached",4,75,"Car, truck, or van"
"5535",790000,"One-family house detached",4,60,"Car, truck, or van"
"5536",425000,"One-family house detached",4,35,"Car, truck, or van"
"5537",425000,"One-family house detached",4,30,"Car, truck, or van"
"5538",350000,"One-family house detached",4,15,"Car, truck, or van"
"5539",350000,"One-family house detached",4,15,"Car, truck, or van"
"5540",1e+06,"One-family house detached",4,60,"Car, truck, or van"
"5541",5e+05,"One-family house detached",3,60,"Car, truck, or van"
